IPO Date,Symbol,Company Name,IPO Price,Current,Return
11/19/2020,NGMS,NeoGames S.A.,17.00,23.71,39.47%
11/18/2020,PHIC,"Population Health Investment Co., Inc.",10.00,9.79,-2.10%
11/17/2020,OTRA,OTR Acquisition Corp.,10.00,10.16,1.60%
11/17/2020,PIPP,Pine Island Acquisition Corp.,10.00,9.80,-2.00%
11/17/2020,ZNTE,Zanite Acquisition Corp.,10.00,10.20,1.95%
11/17/2020,DGNS,Dragoneer Growth Opportunities Corp. II,10.00,10.20,2.00%
11/13/2020,CFAC,CF Finance Acquisition Corp. III,10.00,8.97,8.97%
11/13/2020,DMYI,"dMY Technology Group, Inc. III",10.00,10.40,10.40%
11/13/2020,BWAC,Better World Acquisition Corp.,10.00,10.20,2.00%
11/13/2020,HAAC,Health Assurance Acquisition Corp.,10.00,9.79,-2.10%
11/11/2020,STIC,Northern Star Acquisition Corp.,10.00,12.19,12.19%
11/11/2020,NOAC,Natural Order Acquisition Corp.,10.00,9.78,-2.20%
11/10/2020,TSIA,TS Innovation Acquisitions Corp.,10.00,10.83,10.83%
11/10/2020,ADOC,Edoc Acquisition Corp.,10.00,10.25,2.50%
11/6/2020,DBDR,Roman DBDR Tech Acquisition Corp.,10.00,9.95,-0.50%
10/30/2020,CONX,CONX Corp.,10.00,9.81,-1.90%
10/30/2020,BHSE,Bull Horn Holdings Corp.,10.00,10.02,0.22%
10/30/2020,SQZ,SQZ Biotechnologies Company,16.00,7.38,-53.88%
10/30/2020,LU,Lufax Holding Ltd.,13.50,4.58,-66.07%
10/30/2020,JUPW,"Jupiter Wellness, Inc.",7.50,1.02,-86.40%
10/30/2020,NBA,New Beginnings Acquisition Corp.,10.00,9.75,9.75%
10/30/2020,AVIR,"Atea Pharmaceuticals, Inc.",24.00,6.80,-71.67%
10/29/2020,DSAC,Duddell Street Acquisition Corp.,10.00,9.92,-0.80%
10/29/2020,GLTO,"Galecto, Inc.",15.00,2.30,-84.67%
10/29/2020,ALGM,"Allegro MicroSystems, Inc.",14.00,27.57,96.93%
10/29/2020,LESL,"Leslie's, Inc.",17.00,20.03,17.82%
10/28/2020,AJAX,Ajax I,10.00,8.72,8.72%
10/28/2020,ACIC,Atlas Crest Investment Corp.,10.00,9.48,9.48%
10/28/2020,ABST,Absolute Software Corporation,11.00,7.69,-30.09%
10/28/2020,BOAC,Bluescape Opportunities Acquisition Corp.,10.00,9.82,-1.80%
10/28/2020,ROOT,"Root, Inc.",27.00,1.83,-93.22%
10/28/2020,MAX,"MediaAlpha, Inc.",19.00,13.17,-30.68%
10/28/2020,GATO,"Gatos Silver, Inc.",7.00,2.99,-57.29%
10/28/2020,BDSX,"Biodesix, Inc.",18.00,3.71,-79.39%
10/27/2020,MACU,Mallard Acquisition Corp.,10.00,10.04,0.40%
10/27/2020,LUXA,Lux Health Tech Acquisition Corp.,10.00,9.82,-1.80%
10/23/2020,ACAC,Acies Acquisition Corp.,10.00,8.39,8.39%
10/23/2020,EUCR,Eucrates Biomedical Acquisition Corp.,10.00,9.81,-1.90%
10/23/2020,ATAC,Altimar Acquisition Corp.,10.00,10.01,10.01%
10/23/2020,FHTX,"Foghorn Therapeutics, Inc.",16.00,13.54,-15.38%
10/22/2020,BLSA,BCLS Acquisition Corp.,10.00,9.83,-1.70%
10/22/2020,CTAC,Cerberus Telecom Acquisition Corp.,10.00,7.81,7.81%
10/22/2020,RICE,Rice Acquisition Corp.,10.00,18.27,18.27%
10/22/2020,YSAC,Yellowstone Acquisition Company,10.00,8.67,-13.30%
10/22/2020,ABCM,Abcam PLC,17.50,17.63,0.74%
10/22/2020,MCFE,McAfee Corp.,20.00,25.79,28.95%
10/22/2020,TEKK,Tekkorp Digital Acquisition Corp.,10.00,9.80,-2.00%
10/22/2020,GHLD,Guild Holdings Company,15.00,13.30,-11.33%
10/21/2020,LFTR,Lefteris Acquisition Corp.,10.00,9.80,-2.00%
10/21/2020,HIGA,H.I.G. Acquisition Corp.,10.00,9.83,-1.70%
10/21/2020,XPOA,"DPCM Capital, Inc.",10.00,9.80,-2.00%
10/21/2020,SPNV,"Supernova Partners Acquisition Company, Inc.",10.00,8.80,8.80%
10/21/2020,SRSA,Sarissa Capital Acquisition Corp.,10.00,9.80,-2.00%
10/21/2020,YGMZ,MingZhu Logistics Holdings Limited,4.00,1.35,-66.25%
10/21/2020,MSP,Datto Holding Corp.,27.00,24.31,-9.96%
10/20/2020,HZON,Horizon Acquisition Corporation II,10.00,9.83,-1.70%
10/20/2020,HLXA,Helix Acquisition Corp.,10.00,9.88,-1.20%
10/20/2020,DCRB,Decarbonization Plus Acquisition Corporation,10.00,10.33,10.33%
10/20/2020,GWAC,Good Works Acquisition Corp.,10.00,10.50,10.50%
10/16/2020,TARS,"Tarsus Pharmaceuticals, Inc.",16.00,16.74,4.59%
10/16/2020,ALGS,"Aligos Therapeutics, Inc.",15.00,2.94,-80.40%
10/16/2020,BTWN,Bridgetown Holdings Limited,10.00,9.81,-1.90%
10/16/2020,OPT,Opthea Limited,13.50,6.36,-52.89%
10/16/2020,KRBP,"Kiromic BioPharma, Inc.",12.00,0.83,-93.08%
10/16/2020,TMPM,Turmeric Acquisition Corp.,10.00,9.82,-1.80%
10/16/2020,EAR,"Eargo, Inc.",18.00,4.82,-73.22%
10/16/2020,PRAX,"Praxis Precision Medicines, Inc.",19.00,12.73,-33.00%
10/15/2020,ARRY,"Array Technologies, Inc.",22.00,9.74,-55.73%
10/15/2020,MNSO,Miniso Group Holding Limited,20.00,9.21,-53.95%
10/15/2020,TMTS,Spartacus Acquisition Corporation,10.00,10.86,10.86%
10/15/2020,EBC,"Eastern Bankshares, Inc.",10.00,20.70,107.00%
10/15/2020,MOTN,Motion Acquisition Corp.,10.00,10.25,10.25%
10/14/2020,FVAM,5:01 Acquisition Corp.,10.00,9.79,-2.10%
10/14/2020,CDAK,"Codiak BioSciences, Inc.",15.00,4.98,-66.80%
10/9/2020,LCY,"Landcadia Holdings III, Inc.",10.00,12.17,12.17%
10/9/2020,IPOF,Social Capital Hedosophia Holdings Corp. VI,10.00,9.90,-1.00%
10/9/2020,SPRB,"Spruce Biosciences, Inc.",15.00,2.33,-84.50%
10/9/2020,IH,"iHuman, Inc.",12.00,2.57,-78.58%
10/9/2020,IPOE,Social Capital Hedosophia Holdings Corp. V,10.00,20.15,20.15%
10/9/2020,STTK,"Shattuck Labs, Inc.",17.00,5.72,-66.35%
10/9/2020,INTZ,"Intrusion, Inc.",8.00,3.28,-59.00%
10/9/2020,KRON,"Kronos Bio, Inc.",19.00,7.67,-59.63%
10/9/2020,IPOD,Social Capital Hedosophia Holdings Corp. IV,10.00,9.90,-1.00%
10/8/2020,FUBO,"FuboTV, Inc.",10.00,9.70,-3.00%
10/8/2020,PAIC,"Petra Acquisition, Inc.",10.00,8.32,-16.80%
10/8/2020,AZYO,"Aziyo Biologics, Inc.",17.00,5.64,-66.82%
10/7/2020,SQFT,"Presidio Property Trust, Inc.",5.00,3.68,-26.40%
10/7/2020,PACE,TPG Pace Tech Opportunities Corp.,10.00,11.20,11.20%
10/7/2020,NGAC,NextGen Acquisition Corporation,10.00,8.83,8.83%
10/7/2020,TPGY,TPG Pace Beneficial Finance Corp.,10.00,9.82,-1.80%
10/7/2020,MAAC,Montes Archimedes Acquisition Corp.,10.00,9.35,9.35%
10/7/2020,EMPW,Empower Ltd.,10.00,9.80,9.80%
10/6/2020,FMAC,FirstMark Horizon Acquisition Corp.,10.00,9.89,-1.10%
10/2/2020,VGAC,VG Acquisition Corp.,10.00,10.99,10.99%
10/2/2020,ASAQ,Atlantic Street Acquisition Corp.,10.00,9.83,-1.70%
10/2/2020,SEAH,Sports Entertainment Acquisition Corp.,10.00,8.01,-19.90%
10/2/2020,IACA,ION Acquisition Corp 1 Ltd.,10.00,10.54,10.54%
10/2/2020,AVAN,Avanti Acquisition Corp.,10.00,9.81,-1.90%
10/2/2020,ASO,"Academy Sports and Outdoors, Inc.",13.00,37.37,187.46%
10/2/2020,CCCC,"C4 Therapeutics, Inc.",19.00,23.11,21.63%
10/2/2020,ONCR,"Oncorus, Inc.",15.00,3.01,-79.93%
10/2/2020,IMNM,"Immunome, Inc.",12.00,7.95,-33.75%
10/2/2020,VYGG,Vy Global Growth,10.00,9.83,-1.70%
10/2/2020,APSG,Apollo Strategic Growth Capital,10.00,9.89,-1.10%
10/1/2020,IGAC,IG Acquisition Corp.,10.00,9.82,-1.80%
10/1/2020,IMPX,AEA-Bridges Impact Corp.,10.00,9.87,-1.30%
10/1/2020,LXEH,"Lixiang Education Holding Co., Ltd.",9.25,7.00,-24.32%
10/1/2020,THRY,"Thryv Holdings, Inc.",10.17,30.86,203.44%
10/1/2020,AGC,Altimeter Growth Corp.,10.00,11.01,10.10%
10/1/2020,AVO,"Mission Produce, Inc.",12.00,13.46,12.17%
10/1/2020,LUNG,Pulmonx Corporation,19.00,24.55,29.21%
10/1/2020,RCHG,Recharge Acquisition Corp.,10.00,9.91,-0.90%
9/30/2020,BQ,Boqii Holding Limited,10.00,0.71,-92.90%
9/30/2020,VSPR,Vesper Healthcare Acquisition Corp.,10.00,12.49,12.49%
9/30/2020,PLTR,Palantir Technologies Inc.,7.25,12.45,71.72%
9/30/2020,ASAN,"Asana, Inc.",21.00,46.06,119.33%
9/30/2020,FGNA,FG New America Acquisition Corp.,10.00,9.97,9.97%
9/30/2020,QELL,Qell Acquisition Corp.,10.00,9.41,9.41%
9/30/2020,CD,Chindata Group Holdings Limited,13.50,4.41,-67.33%
9/30/2020,YALA,Yalla Group Limited,7.50,6.08,-18.93%
9/30/2020,CLII,Climate Change Crisis Real Impact I Acquisition Corporation,10.00,14.36,14.36%
9/29/2020,ORPH,Orphazyme A/S,11.00,1.87,-83.00%
9/25/2020,VACQ,Vector Acquisition Corporation,10.00,11.57,11.57%
9/25/2020,GRAY,"Graybug Vision, Inc.",16.00,1.29,-91.94%
9/25/2020,GLSI,"Greenwich LifeSciences, Inc.",5.75,19.41,237.57%
9/25/2020,SYTA,"Siyata Mobile, Inc.",7.25,1.25,-82.76%
9/25/2020,AMST,"Amesite, Inc.",5.00,0.79,-84.23%
9/25/2020,VIAO,VIA optronics AG,15.00,8.47,-43.53%
9/25/2020,FTIV,FinTech Acquisition Corp. IV,10.00,13.28,13.28%
9/25/2020,PMVP,"PMV Pharmaceuticals, Inc.",18.00,14.86,-17.44%
9/25/2020,PRLD,"Prelude Therapeutics, Inc.",19.00,9.49,-50.05%
9/24/2020,TSHA,"Taysha Gene Therapies, Inc.",20.00,7.78,-61.10%
9/24/2020,PDAC,Peridot Acquisition Corp.,10.00,11.23,11.23%
9/23/2020,LSF,"Laird Superfood, Inc.",22.00,7.21,-67.23%
9/23/2020,ASPL,Aspirational Consumer Lifestyle Corp.,10.00,9.93,9.93%
9/23/2020,ACTC,ArcLight Clean Transition Corp.,10.00,18.09,18.09%
9/23/2020,CRSR,"Corsair Gaming, Inc.",17.00,18.65,9.71%
9/23/2020,GDRX,"GoodRx Holdings, Inc.",33.00,26.56,-19.52%
9/23/2020,VIH,VPC Impact Acquisition Holdings,10.00,9.36,9.36%
9/23/2020,BSY,"Bentley Systems, Inc.",22.00,37.89,72.23%
9/22/2020,PMVC,PMV Consumer Acquisition Corp.,10.00,9.85,-1.50%
9/22/2020,FCAC,Falcon Capital Acquisition Corp.,10.00,9.00,9.00%
9/18/2020,AHAC,Alpha Healthcare Acquisition Corp.,10.00,10.96,10.96%
9/18/2020,ATHA,"Athira Pharma, Inc.",17.00,9.58,-43.65%
9/18/2020,VTRU,Vitru Limited,16.00,14.73,-7.94%
9/18/2020,U,"Unity Software, Inc.",52.00,92.54,77.96%
9/18/2020,NMMC,North Mountain Merger Corp.,10.00,9.85,-1.50%
9/18/2020,CMPS,COMPASS Pathways PLC,17.00,14.74,-13.29%
9/17/2020,OACB,Oaktree Acquisition Corp. II,10.00,9.89,-1.10%
9/17/2020,DYN,"Dyne Therapeutics, Inc.",19.00,6.58,-65.37%
9/17/2020,PTVE,"Pactiv Evergreen, Inc.",14.00,10.51,-24.93%
9/17/2020,RTP,Reinvent Technology Partners,10.00,10.03,10.03%
9/17/2020,AMWL,American Well Corporation,18.00,4.39,-75.61%
9/17/2020,BNL,"Broadstone Net Lease, Inc.",17.00,22.47,32.18%
9/17/2020,STWO,ACON S2 Acquisition Corp.,10.00,8.21,8.21%
9/17/2020,SUMO,"Sumo Logic, Inc.",22.00,11.20,-49.09%
9/16/2020,FROG,JFrog Ltd.,44.00,24.63,-44.02%
9/16/2020,SNOW,Snowflake Inc.,120.00,256.26,113.55%
9/16/2020,STEP,"StepStone Group, Inc.",18.00,33.51,86.17%
9/16/2020,MTCR,"Metacrine, Inc.",13.00,0.48,-96.33%
9/16/2020,EQD,Equity Distribution Acquisition Corp.,10.00,9.85,-1.50%
9/16/2020,ENPC,Executive Network Partnering Corporation,25.00,9.84,-60.64%
9/15/2020,SBG,Sandbridge Acquisition Corporation,10.00,8.84,8.84%
9/15/2020,SAII,"Software Acquisition Group, Inc. II",10.00,8.98,8.98%
9/15/2020,OM,"Outset Medical, Inc.",27.00,35.44,31.26%
9/11/2020,TWCT,TWC Tech Holdings II Corp.,10.00,10.06,10.06%
9/11/2020,LSPD,"Lightspeed Commerce, Inc.",30.50,30.83,1.08%
9/11/2020,SNPR,Tortoise Acquisition Corp. II,10.00,9.30,9.30%
9/11/2020,LEAP,"Ribbit LEAP, Ltd.",10.00,9.84,-1.60%
9/11/2020,BSN,Broadstone Acquisition Corp.,10.00,10.68,6.80%
9/10/2020,NSH,"NavSight Holdings, Inc.",10.00,9.41,9.41%
9/10/2020,SVAC,Starboard Value Acquisition Corp.,10.00,9.55,9.55%
9/10/2020,PIAI,Prime Impact Acquisition I,10.00,9.86,-1.40%
9/9/2020,CRHC,Cohn Robbins Holdings Corp.,10.00,9.86,-1.40%
9/9/2020,ITAC,"Industrial Tech Acquisitions, Inc.",10.00,8.20,8.20%
9/6/2020,HEC,Hudson Executive Investment Corp.,10.00,8.52,8.52%
9/4/2020,TWND,Tailwind Acquisition Corp.,10.00,9.84,-1.60%
9/4/2020,CAPA,HighCape Capital Acquisition Corp.,10.00,10.68,10.68%
9/3/2020,BCTG,BCTG Acquisition Corp.,10.00,10.20,10.20%
9/3/2020,INAQ.D,INSU Acquisition Corp. II,10.00,18.00,18.00%
9/2/2020,CMLF,"CM Life Sciences, Inc.",10.00,11.60,11.60%
9/1/2020,PRFX,PainReform Ltd.,8.00,1.10,-86.25%
8/31/2020,AUVI,"Applied UV, Inc.",5.00,1.61,-67.80%
8/28/2020,GP,"GreenPower Motor Company, Inc.",20.00,5.87,-70.65%
8/28/2020,HCDI,"Harbor Custom Development, Inc.",6.00,2.52,-58.00%
8/27/2020,BTAQ,Burgundy Technology Acquisition Corporation,10.00,10.04,0.40%
8/27/2020,CFII,CF Finance Acquisition Corp. II,10.00,9.19,9.19%
8/27/2020,XPEV,XPeng Inc.,15.00,34.52,130.13%
8/26/2020,FTOC,FTAC Olympus Acquisition Corp.,10.00,10.76,10.76%
8/21/2020,CLA,Colonnade Acquisition,10.00,12.00,12.00%
8/21/2020,KYMR,"Kymera Therapeutics, Inc.",20.00,39.34,96.70%
8/21/2020,FST,FAST Acquisition Corp.,10.00,10.25,2.50%
8/21/2020,NNOX,Nano-X Imaging Ltd.,18.00,10.21,-43.28%
8/21/2020,HZAC,Horizon Acquisition Corp.,10.00,12.29,12.29%
8/19/2020,INBX,"Inhibrx, Inc.",17.00,26.00,52.94%
8/19/2020,BFT,Foley Trasimene Acquisition II,10.00,15.10,15.10%
8/19/2020,HRMY,"Harmony Biosciences Holdings, Inc.",24.00,37.01,54.21%
8/18/2020,AONE,One,10.00,8.56,8.56%
8/18/2020,STPK,Star Peak Energy Transition Corp.,10.00,26.61,26.61%
8/18/2020,FIII,Forum Merger III Corporation,10.00,10.19,10.19%
8/18/2020,NGA,Northern Genesis Acquisition Corp.,10.00,16.17,16.17%
8/14/2020,CVAC,CureVac N.V.,16.00,18.14,13.38%
8/14/2020,LCAP,Lionheart Acquisition Corp. II,10.00,10.03,0.30%
8/14/2020,DMYD,"dMY Technology Group, Inc. II",10.00,16.21,16.21%
8/14/2020,DCT,"Duck Creek Technologies, Inc.",27.00,24.96,-7.56%
8/14/2020,DGNR,Dragoneer Growth Opportunities Corp.,10.00,9.26,9.26%
8/13/2020,BEKE,"KE Holdings, Inc.",20.00,19.67,-1.65%
8/13/2020,RBAC,RedBall Acquisition Corp.,10.00,9.92,-0.80%
8/13/2020,NTST,NetSTREIT Corp.,18.00,21.88,21.56%
8/12/2020,KBNT,"Kubient, Inc.",5.00,2.04,-59.20%
8/12/2020,FSDC,FS Development Corp.,10.00,12.66,12.66%
8/12/2020,FAII,Fortress Value Acquisition Corp. II,10.00,10.28,10.28%
8/7/2020,VMAC,"Vistas Media Acquisition Company, Inc.",10.00,9.83,-1.70%
8/7/2020,IBEX,IBEX Limited,19.00,14.41,-24.16%
8/7/2020,CMPI,"Checkmate Pharmaceuticals, Inc.",15.00,2.36,-84.30%
8/7/2020,ARYA,ARYA Sciences Acquisition Corp. III,10.00,11.16,11.16%
8/7/2020,FRLN,Freeline Therapeutics Holdings PLC,18.00,1.20,-93.33%
8/6/2020,AFIB,"Acutus Medical, Inc.",18.00,2.09,-88.39%
8/6/2020,KSMT,Kismet Acquisition One Corp.,10.00,10.49,10.49%
8/6/2020,GRSV,"Gores Holdings V, Inc.",10.00,10.59,10.59%
8/6/2020,RKT,"Rocket Companies, Inc.",18.00,11.83,-34.28%
8/6/2020,OSH,"Oak Street Health, Inc.",21.00,17.22,-18.00%
8/5/2020,BIGC,"BigCommerce Holdings, Inc.",24.00,28.94,20.58%
8/5/2020,RXT,"Rackspace Technology, Inc.",21.00,11.89,-43.38%
8/5/2020,HOL,"Holicity, Inc.",10.00,12.35,12.35%
8/5/2020,BOWX,BowX Acquisition Corp.,10.00,10.38,10.38%
8/5/2020,GOAC,GO Acquisition Corp.,10.00,9.87,-1.30%
8/4/2020,HSAQ,Health Sciences Acquisitions Corp. 2,10.00,9.85,-1.50%
8/4/2020,YAC,Yucaipa Acquisition Corp.,10.00,9.93,-0.70%
7/31/2020,FTHM,"Fathom Holdings, Inc.",10.00,12.93,29.30%
7/31/2020,GOED,"1847 Goedeker, Inc.",9.00,2.03,-77.44%
7/31/2020,ETAC,E.merge Technology Acquisition Corp.,10.00,9.87,-1.30%
7/31/2020,PRPB,CC Neuberger Principal Holdings II,10.00,9.91,-0.90%
7/31/2020,VSTA,Vasta Platform Limited,19.00,5.36,-71.79%
7/31/2020,VITL,"Vital Farms, Inc.",22.00,15.38,-30.09%
7/31/2020,NHIC.D,NewHold Investment Corp.,10.00,9.55,9.55%
7/30/2020,CCIV,Churchill Capital Corp. IV,10.00,24.25,24.25%
7/30/2020,LI,"Li Auto, Inc.",11.50,26.83,133.30%
7/30/2020,ALVR,"AlloVir, Inc.",17.00,7.68,-54.82%
7/29/2020,VERX,"Vertex, Inc.",19.00,12.99,-31.63%
7/28/2020,ACEV,ACE Convergence Acquisition Corp.,10.00,10.00,0.00%
7/24/2020,NRIX,"Nurix Therapeutics, Inc.",19.00,17.64,-7.16%
7/24/2020,INZY,"Inozyme Pharma, Inc.",16.00,6.40,-60.00%
7/24/2020,ITOS,"iTeos Therapeutics, Inc.",19.00,35.15,85.00%
7/24/2020,ACND,Ascendant Digital Acquisition Corp.,10.00,9.52,9.52%
7/24/2020,GRCY,Greencity Acquisition Corp.,10.00,10.34,3.40%
